"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Kazakhstan","KAZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.24614048","8.40947342","9.42059898","9.5652113","10.94160748","11.53032875","11.72052765","7.57602596","8.41329765","11.36352253","8.20522785","8.67686558","9.44636345","9.324193","10.03429031","8.39476204","9.48439407","7.85734415","9.09603882","8.2512455","10.06113434","11.61758327","10.60115337","10.70054817","","",
"Kenya","KEN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08898258","7.08898258","7.08898258","7.02242994","6.9893775","6.89238787","6.81280947","7.03938627","7.17080498","7.2007761","7.24412632","7.98109102","7.35927916","7.14972067","7.8450079","8.07448006","8.02543449","6.79240465","7.21874523","8.22723579","8.91046047","9.28240871","8.65115547","8.65115547","","",
"Kyrgyz Republic","KGZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.06400633","7.13149929","7.56329107","8.07252979","8.21259594","13.06986713","14.45895767","10.42505074","10.38534927","10.6962328","9.20363903","9.88331318","10.40071106","10.34640503","7.13890553","7.12018585","6.41580772","6.34161329","7.33437634","7.09393597","6.9168787","9.22344398","7.54843807","7.30126333","","",
"Cambodia","KHM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59173584","7.83031797","8.29783154","9.43044186","9.90109062","9.89736652","7.41110468","6.7482748","6.6590457","5.96768332","6.51964235","6.21460676","6.33065081","6.79168367","6.16770315","6.94011354","6.84824991","6.99591446","7.52334309","6.99103546","6.89796734","14.31049252","6.41508818","6.64742565","","",
"Kiribati","KIR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.40623569","11.40622044","11.40624046","11.40624046","11.40625858","11.40622425","11.40626049","11.375","12.69064713","10.90298462","10.44525528","9.29220772","8.36309528","9.15950966","7.28000021","6.6896553","7.78181839","9.02985096","8.0882349","8.52070999","9.29878044","10.56426334","9.70872879","9.00278091","","",
"St. Kitts and Nevis","KNA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80614185","6.21548748","5.44581175","6.79344225","6.41686392","6.40821648","6.85759354","6.48289871","6.09010553","6.49729109","6.30367374","6.34333754","7.23994255","6.72259808","6.95824623","6.67836809","8.37210655","8.60020161","6.6684742","6.86373711","8.34524632","8.61449909","5.88078928","7.18737888","","",
"Korea, Rep.","KOR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27992058","9.29753017","8.93058395","7.48593473","8.29986382","8.8823719","9.59643841","10.11632919","9.79573822","10.08799362","11.28867626","11.05072784","10.98243332","11.52522659","11.73864746","12.11640549","12.69531536","13.17136097","13.71217537","13.88666344","13.01264095","14.34733868","14.9190855","15.61732197","15.50042915","",
"Kuwait","KWT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.44961691","6.17466164","5.69684553","5.63509512","5.14762115","5.38289976","4.34875584","4.87055826","3.69263697","5.17794514","4.98143959","4.98376083","5.11891651","5.44841051","5.49223089","6.47667837","7.47804165","7.7408123","9.01217556","9.16396332","8.65574837","9.94189453","9.40050793","9.02180672","","",
"Latin America & Caribbean (excluding high income)","LAC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1792841367985","9.98975734795174","9.96057410459962","10.5013309336939","10.8629562341558","10.9015017559962","11.0417592707412","11.3071206715409","10.9489766361354","11.2582033551071","11.9360061322438","13.0967001021345","11.5028721270587","10.9923185850492","","",
"Lao PDR","LAO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19914436","7.05502892","6.12984419","6.83480501","5.85327101","5.91417122","4.36346436","3.90299487","3.19745922","5.70376587","2.69455552","1.81748676","1.7665906","2.94007111","2.7363534","3.35080194","3.62799406","4.07695913","4.19733047","5.16324902","4.31482983","4.57976532","4.25355053","3.2051065","","",
"Lebanon","LBN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.53721476","8.86973667","8.29187298","8.07041359","8.91796303","9.22798729","9.82933903","9.98217583","8.95981979","8.34239483","10.28593254","12.40328121","10.07938385","10.79288769","12.38764","12.66004276","13.16996193","12.02719212","11.66725445","13.68380451","14.47089767","11.56579113","12.46416092","15.90552902","","",
"Liberia","LBR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","5.04660225","5.04660225","5.04660225","5.04660225","1.15725291","2.46118927","3.24339032","3.89701653","3.95514584","5.16622925","4.19834614","3.74818683","3.73020124","4.79117155","4.79117155","","",
"Libya","LBY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.03982067","5.78298664","7.75643206","6.30859995","5.42119884","5.78062487","5.27548695","4.81298208","3.70079064","4.08903933","4.33412743","6.4195838","7.41257477","4.97124195","5.71347761","7.51431656","9.90810204","8.86267471","9.27033234","8.36049366","9.74319744","6.91146994","5.06271315","9.57147312","","",
"St. Lucia","LCA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.08553123","8.09102249","7.76684618","7.16252851","6.86468935","6.16301298","6.3106761","6.90207386","7.21546507","7.39783144","6.98113108","6.73028851","7.28393745","8.15996075","8.1174612","8.40323257","8.51580906","8.7464056","8.51811886","8.2794199","8.59960461","10.01902866","9.877491","9.78612041","","",
"Latin America & Caribbean","LCN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.601557560163","10.4430905034485","10.4883262230845","11.0075167097508","11.3300976998378","11.485569815042","11.711594898228","11.9808339735332","11.7604087143837","12.0109534291689","12.7306063236534","13.6831378066144","12.2779642603332","11.8403875639314","","",
"Least developed countries: UN classification","LDC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2367873120329","","4.51686652408631","4.58394452624197","4.74452477528845","5.09084019782949","5.52261071454574","5.45882302472061","5.41835258520545","4.87880497768917","5.29656423751769","","","","","",
"Low income","LIC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40079184294151","6.14386299676917","5.25498977097818","","","","","","","","",
"Liechtenstein","LIE","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.19408512","15.12281895","15.55814266","15.64656925","15.01721859","14.91119862","15.29545307","13.26986885","15.92355442","15.89693642","15.85300636","","",
"Sri Lanka","LKA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.13794994","9.51723194","10.37383842","10.3829298","11.04907322","10.13588715","9.56101894","9.32690334","8.72877598","7.83871508","7.83482218","7.96512938","8.06339073","10.10018063","9.03347492","8.40127754","8.56482697","7.6372261","9.48533821","8.91490173","9.73957729","11.30753422","8.20899773","6.32981014","","",
"Lower middle income","LMC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39133959216189","4.30736073817003","4.26638540418342","4.45423942060081","4.52519494843405","4.3886965331738","4.29548831856655","4.62675929436347","4.52048610819298","5.00142329728093","4.77265921416375","4.33880747674346","4.50738168623742","4.77324285618204","4.62082495492846","4.79331011536051","4.74546000748753","","","","","","","",
"Low & middle income","LMY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.40740728","8.70134163","7.72369576","7.90826988","8.25498962","5.99692535","7.05384493","9.64246845","8.08101749","7.32274485","7.1979928","8.19887447","9.67431164","10.48774624","11.59240246","10.86027813","10.33607674","11.97283363","10.77791023","12.61054611","8.94959354","8.15242481","12.88314819","11.83322239","","",
"Late-demographic dividend","LTE","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.57103539","11.36786652","12.7128334","13.67591095","10.13123989","10.04997158","10.62221146","10.75255203","11.67387962","11.77774429","11.4114542","11.47901821","11.48004436","11.29727268","11.83360958","12.1546669","12.68590927","12.64312267","12.6340704","13.04816532","12.030653","13.96434402","13.05719185","12.73335361","","",
"Luxembourg","LUX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.98787212","14.05965328","13.58975124","13.46735954","14.08533478","13.79857063","14.11738968","14.06171227","14.40140057","14.11613178","13.62410641","11.96399975","10.58925629","10.64737415","10.8537426","10.63425922","10.69193459","10.54775524","10.58269215","10.89836788","10.71037102","11.51112652","11.02347088","10.44170761","10.91682053","",
"Latvia","LVA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.42889071","8.11077213","8.16237354","8.08213711","9.9400692","9.33693027","9.62257767","9.7152071","8.79956532","8.06122971","7.99293184","8.57539368","8.40603542","8.42068386","8.37547684","8.5845499","9.13275623","8.94027042","9.40360928","10.35906219","10.75947285","14.02164268","11.86219311","9.91231823","","",
"Macao SAR, China","MAC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.11556196","4.23062134","4.18854809","4.14071369","4.12965059","3.85011864","5.01113462","5.35828495","5.31417799","6.12304688","6.06429052","5.79278231","5.69545412","6.00545788","6.83858538","6.956882","7.00853348","7.10552311","7.15846205","7.30722809","7.22068357","7.27273226","8.59881592","10.60523701","","",
"Monaco","MCO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.67739677","14.25266552","15.04997349","18.3401413","17.22698593","16.81942177","16.07335281","15.54227734","16.29159355","19.1873455","19.50414658","19.10724831","19.28043365","19.62597847","17.63056183","17.21853065","17.1774044","17.30538177","17.04435158","14.49990559","12.30621147","13.64591026","12.035676","11.92660522","","",
"Moldova","MDA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.52794456","9.71184635","11.53735256","9.59353638","15.25031948","13.57666016","12.89050865","13.18110943","12.7215929","12.87592316","13.62691975","13.03699017","13.17397022","12.49917507","12.75728226","12.21473503","12.20803356","11.64592075","12.02570248","12.1204834","12.3761425","14.62191486","12.34735298","12.0681181","","",
"Madagascar","MDG","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.02784538","11.97196674","14.0413332","13.11782169","10.01478481","10.54040527","10.24768925","11.83832264","8.97678375","10.43949318","15.20979691","13.9367857","12.93699551","10.26806545","13.92414951","15.27427959","17.51086807","15.03208733","10.42956638","4.44415092","4.21817684","5.37779427","5.51341772","5.51341772","","",
"Maldives","MDV","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.82846737","9.03159332","8.61925983","8.14470768","9.60306931","7.65194798","8.44608021","11.2455492","17.98668861","15.74485779","13.5430336","11.76247597","14.14015198","15.93077755","16.8629303","18.45426559","19.74809265","21.47161484","17.67908669","17.85394287","18.17274666","14.48605347","13.27708149","15.56657696","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89962292","10.2574482","10.43169594","10.69286728","12.07247734","11.14233589","10.73126125","10.71415234","9.43475246","10.29210663","10.41032505","10.5141964","10.65864182","11.24126339","10.34577084","10.86458778","10.41155815","10.7295351","10.41115475","10.31756687","11.5203886","11.03306103","10.38855362","9.36070919","","",
"Marshall Islands","MHL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.49398708","10.92781258","13.72637749","15.99021339","10.68084145","6.46421432","10.61153984","9.56311893","9.3922205","9.85496807","8.17608261","9.30367947","10.01976776","11.06328106","10.18494606","10.75778675","11.36909008","7.68571138","10.76629162","10.15070438","7.75109291","7.45046282","8.60131359","15.23716927","","",
"Middle income","MIC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.71431541","12.19929886","12.38785744","13.76112652","13.83370781","13.46777534","13.40144539","12.84653187","12.53623104","12.19207191","12.50852871","12.73551083","12.43339729","13.9270525","12.67158699","12.78399658","13.05398178","11.82731819","12.41411114","13.55631161","12.8283596","13.00440311","12.04928493","12.04928493","","",
"Mali","MLI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66889286","5.74656248","5.56607676","6.78597498","7.30054569","6.45820856","5.54588985","4.63810968","3.79411197","2.92606354","3.30154085","2.94121718","2.66254306","4.12891102","4.45473289","4.39033413","5.43063307","5.13726282","5.66878557","4.83501434","5.37126255","5.03743124","5.60166168","5.43135643","","",
"Malta","MLT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.78238678","11.58279419","13.11352539","12.25456047","13.36781025","14.10765648","14.26134109","13.28512573","12.02801418","12.44588757","12.7309761","12.91892242","12.98909569","13.99545765","13.83327675","13.9868679","15.46403217","15.98812962","14.93639374","15.9362421","15.62209702","16.26477623","16.15726852","15.90508556","","",
"Myanmar","MMR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.23249876","1.27720726","2.35729265","1.70499873","1.74388623","1.16742086","1.73496282","1.3007797","1.19463682","1.3029182","1.22740936","1.49485052","2.10250854","2.45782161","4.05640554","4.81628418","3.13267946","3.52443361","3.59327793","2.96386218","3.35896754","4.4710865","2.33792186","2.33792186","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.73071766","11.60591507","10.68526936","10.98364925","11.63480854","10.92123508","9.72641945","10.53136349","11.52457523","13.1277895","14.40235138","17.12354469","16.5957489","","",
"Mongolia","MNG","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.35476398","11.05122089","10.90433216","8.85847664","8.80264664","9.4847002","9.51160336","8.16387272","8.55250454","8.74871159","7.74286652","5.62042999","6.50338697","7.10638714","7.48502493","7.72666168","6.46197653","7.02317142","7.37636042","6.87808418","6.92067099","11.73573017","9.25188732","8.56093407","","",
"Northern Mariana Islands","MNP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.31664944","6.31664944","6.31664944","6.31664944","6.31664944","8.39700031","5.67257071","5.60290384","5.66810656","4.9652133","4.67241478","4.34422016","4.3945961","4.72615862","4.31728172","5.55443764","5.99596214","6.07456493","5.73160601","6.52060223","7.06412458","7.11263514","6.95726824","6.76256466","","",
"Mauritania","MRT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51425123","2.42193055","3.58240104","2.60668302","2.96115541","3.84421062","3.55967808","3.88567042","4.48034525","4.47624159","4.22304821","4.40092897","4.16698551","5.38500309","5.24069929","5.53021097","5.75632954","6.06559992","4.79712772","6.17791986","5.41649103","7.20409536","5.94327879","5.94327879","","",
"Mauritius","MUS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.87927103","7.01589203","7.24555254","7.11917353","7.99441957","7.36270761","7.30248404","6.8428731","6.12254477","6.28173685","8.29588032","7.36220407","8.31904316","8.00718403","10.52838707","9.45841885","10.2022686","10.20433331","10.20625019","9.0032053","8.99296188","10.8982172","8.60920906","8.24311256","","",
"Malawi","MWI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.04260349","7.04260349","7.04260349","7.6335125","4.99515104","6.03783035","5.29271793","3.54459715","6.62496853","5.23243809","5.77464294","6.77999687","5.09623861","7.15567255","8.58090496","9.72891998","9.67796707","8.18961334","8.7133112","7.93860054","6.8733201","5.75638103","3.28711009","3.28711009","","",
"Malaysia","MYS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57726908","4.78832054","5.03528166","5.41107655","5.62838221","5.55390263","6.5490737","6.27600908","5.93352127","5.86503458","6.31136417","6.51518965","6.54217672","6.81631851","7.82402515","8.22995281","8.26288128","8.72014713","8.45166874","8.52427959","8.6899538","10.05688477","8.00283051","7.94301844","","",
"North America","NAC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0658107054174","16.6670460678429","17.1417898138598","17.4325013422118","17.8606352026646","17.8832687913829","18.4430369491184","18.3892095222102","18.1340599195051","18.1663305722163","18.3569304184377","18.8270557817972","19.5288723169523","20.2232397093088","21.3048960968751","22.1201192626536","22.2773669893524","22.3481958286077","22.3477888768201","22.2635731629798","22.0430008671314","21.1637411937758","23.5117869713118","22.7676375885371","","",
"Namibia","NAM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.65596581","18.65596581","19.85424995","19.49809647","20.06664658","18.94181824","18.42737389","20.65299988","17.22389221","13.49217892","14.5885601","13.31072235","13.71982384","13.58865547","11.96669388","12.35063553","13.80270672","14.02117729","14.20824814","14.08221817","15.70535183","16.60372353","15.88220215","14.99252129","","",
"New Caledonia","NCL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3682642","8.34352493","8.35599804","7.62989426","7.34862614","12.34742451","13.54461861","8.63178158","9.1883316","8.69414043","9.17788696","8.29973888","6.24912119","6.55533648","5.40269423","4.58634472","5.68580914","9.66281414","8.3492775","9.37940311","10.34436893","8.74735737","7.1149826","6.15017557","","",
"Nigeria","NGA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36681986","2.77955914","2.74149632","4.00685167","6.55428886","6.40770292","7.32234478","4.29357767","4.59404516","3.69395757","2.70293093","2.77141333","3.66798377","3.45903826","3.33638","5.33124638","4.8661375","4.44235229","3.8811214","3.76171207","4.18390417","4.3079586","4.3079586","4.3079586","","",
"Nicaragua","NIC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.48380184","12.79048729","13.14511585","12.24404907","10.92097282","11.79316902","13.40531254","14.67852211","14.58318424","16.76971817","15.73639107","15.00097656","15.56665039","15.98526001","16.91161156","17.55064392","17.32945824","17.78736687","18.70357895","18.92516899","18.29687119","20.18052483","18.09780312","18.28967285","","",
"Netherlands","NLD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.28498459","12.68122387","13.44153118","13.80816555","13.90322971","14.25050068","13.56465816","13.70265675","14.07271194","13.92409611","14.13359261","14.51968002","15.0233736","15.24405479","15.17595387","14.8721981","14.87737083","14.94865417","15.25544453","15.57606506","15.78551006","16.77684975","15.71160603","15.55883694","","",
"Norway","NOR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.84878445","15.03281307","15.81267834","15.86160946","16.11783028","16.27973175","16.00895882","16.14440536","16.50714111","16.47738075","16.61421394","16.79300117","17.17745781","17.09642601","17.23254013","17.58081436","17.5472908","17.39582634","17.59609985","17.51844025","17.04553032","17.90555382","17.76253319","17.36733437","","",
"Nepal","NPL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25074148","4.52761316","6.10134697","5.52154541","5.48284864","6.25147295","7.58403015","5.17588425","5.31127596","4.69078159","4.80506372","4.8736372","4.69186115","4.88382769","5.26823664","5.1459527","5.31455946","4.50787783","3.81159782","4.03386211","5.6691947","6.48608112","8.00670147","7.66042948","","",
"Naoero","NRU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.97120094","21.97912788","19.84620094","21.32181168","21.15412903","25.3666954","26.08400536","25.44540215","13.31953335","9.25016594","10.2488699","12.48200321","8.76167297","8.07032013","10.09282684","9.8901701","10.33345985","8.25861549","10.73138714","9.78691292","9.05271149","10.09949112","11.82882881","12.88486195","","",
"New Zealand","NZL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.70787811","15.17467403","16.27812386","16.22460747","17.00220108","17.37923622","17.93933105","18.14679909","17.50570297","17.82390213","16.68107224","17.07990074","18.33808327","18.38267136","18.51039696","17.93599701","17.91051674","18.26997757","17.48655128","16.19778824","16.58132744","17.2584343","21.13257408","19.21035004","","",
"OECD members","OED","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4650992401443","15.0164708348858","15.3313053473901","15.4117917276669","15.6820172168168","15.8569310653618","16.104083582535","16.0865163768407","15.9200654822602","15.9906132378887","16.0931285643899","16.584350464074","16.7630382167633","16.9076153744311","17.4173791375013","18.084461317966","18.3637864507884","18.4689953936223","18.4789279974631","18.5708690924439","18.6749509356924","18.8451751446046","19.4652706919942","18.3784153405877","","",
